ID,B_Win,R_Win,B_Top,B_Top_Kills,B_Top_KDA,B_Jg,B_Jg_Kills,B_Jg_KDA,B_Mid,B_Mid_Kills,B_Mid_KDA,B_Sup,B_Sup_Kills,B_Sup_KDA,B_Bot,B_Bot_Kills,B_Bot_KDA,R_Top,R_Top_Kills,R_Top_KDA,R_Jg,R_Jg_Kills,R_Jg_KDA,R_Mid,R_Mid_Kills,R_Mid_KDA,R_Bot,R_Bot_Kills,R_Bot_KDA,R_Sup,R_Sup_Kills,R_Sup_KDA
4239270614,True,False,Akali,14,5.0,Talon,19,7.25,Vladimir,9,4.0,Bard,1,5.5,Jinx,5,2.6,Tahm Kench,2,0.6153846153846154,Nidalee,6,1.1666666666666667,Karthus,4,1.7142857142857142,Ezreal,7,1.4444444444444444,Rakan,1,1.7142857142857142
4238540881,False,True,Aatrox,1,0.3333333333333333,Zac,5,2.5,Sylas,4,0.5833333333333334,Pyke,1,1.8333333333333333,Jhin,4,1.1428571428571428,Camille,10,10.0,Qiyana,12,6.333333333333333,Lissandra,4,2.7142857142857144,Vayne,8,10.0,Soraka,1,8.5
4237493245,False,True,Wukong,6,0.6,Jarvan IV,5,1.75,Viktor,5,3.0,Karma,0,2.2,Draven,5,1.2857142857142858,Irelia,14,7.666666666666667,Graves,3,2.4285714285714284,Lux,7,5.666666666666667,Jhin,8,5.0,Janna,2,5.75
4237448894,False,True,Vayne,0,0.0,Graves,0,0.0,Irelia,1,0.3333333333333333,Soraka,0,3.0,Karthus,2,2.0,Gangplank,6,7.0,Xin Zhao,4,6.0,Veigar,1,4.0,Jinx,1,1.0,Senna,0,1.0
4237414308,False,True,Fiora,0,0.0,Ekko,2,0.42857142857142855,Yone,2,0.42857142857142855,Senna,3,1.8,Ezreal,4,0.8571428571428571,Akali,4,6.0,Nocturne,9,16.0,Qiyana,10,5.0,Lucian,3,3.0,Lux,5,2.5
4236401860,False,True,Aatrox,3,0.8571428571428571,Lee Sin,3,0.8888888888888888,Fizz,2,1.1666666666666667,Thresh,4,0.7272727272727273,Lucian,4,0.75,Akali,2,3.5,Viego,8,4.8,Akshan,10,24.0,Samira,19,6.5,Rell,2,6.75
4236327699,False,True,Camille,7,1.1111111111111112,Rek'Sai,8,1.5,Heimerdinger,1,1.0,Swain,1,0.375,Zeri,2,0.6,Akali,9,3.0,Hecarim,12,6.25,Vladimir,7,3.75,Jhin,11,11.0,Xerath,3,4.6
4232513767,False,True,Akali,3,0.6,Rek'Sai,9,1.5,Talon,10,1.3636363636363635,Tahm Kench,2,1.2222222222222223,Jinx,3,3.25,Irelia,12,5.0,Rengar,6,1.0,Swain,15,26.0,Kai'Sa,8,3.5,Nami,3,2.3333333333333335
4232445615,False,True,Irelia,14,2.4444444444444446,Nunu & Willump,3,1.8,Seraphine,5,2.0,Janna,0,4.8,Jinx,10,2.0,Kayle,14,3.857142857142857,Hecarim,6,1.5555555555555556,Lissandra,15,5.8,Jhin,6,2.5555555555555554,Zilean,1,15.5
4232451328,True,False,Renekton,6,11.0,Taliyah,9,5.5,Vladimir,1,3.0,Taric,0,7.0,Twitch,1,4.0,Irelia,1,0.2,Nocturne,3,0.8333333333333334,Lissandra,0,0.5,Zeri,0,0.5,Miss Fortune,1,1.0
4232338951,False,True,Malphite,1,0.14285714285714285,Kha'Zix,1,0.6,Veigar,7,0.875,Sona,0,0.5,Caitlyn,1,1.1666666666666667,Akali,9,6.5,Volibear,1,6.0,Pyke,13,5.666666666666667,Lucian,7,3.6666666666666665,Nami,2,9.0
4229025608,False,True,Sett,6,0.6363636363636364,Amumu,0,1.7777777777777777,Akali,7,0.6875,Brand,8,1.4285714285714286,Ezreal,7,2.8333333333333335,Sion,12,5.25,Volibear,3,3.3333333333333335,Irelia,13,3.5,Kai'Sa,17,6.2,Swain,11,3.0
4228105691,True,False,Sett,12,5.666666666666667,Gwen,3,2.5,Irelia,15,5.0,Bard,2,4.75,Zeri,6,2.5,Fiora,3,1.0,Master Yi,4,0.8181818181818182,Jarvan IV,4,1.8,Jinx,9,3.0,Lulu,3,3.75
4227948199,True,False,Irelia,5,2.2857142857142856,Nocturne,6,3.8,Viktor,11,10.0,Alistar,6,6.5,Twitch,8,3.4285714285714284,Sejuani,2,1.375,Viego,5,1.8571428571428572,Akali,6,1.5714285714285714,Miss Fortune,9,2.3333333333333335,Senna,3,1.875
4226637708,True,False,Jayce,6,0.7777777777777778,Fiddlesticks,8,2.142857142857143,Irelia,7,2.4,Renata Glasc,4,5.333333333333333,Ezreal,5,2.5,Aatrox,8,8.5,Trundle,5,1.9,Viktor,11,2.125,Aphelios,3,1.6666666666666667,Zilean,3,4.0
4225783503,False,True,Gangplank,1,0.1111111111111111,Nocturne,2,0.5,Veigar,2,0.6666666666666666,Renata Glasc,1,2.0,Ezreal,0,1.0,Irelia,7,9.0,Graves,7,4.0,Vex,5,10.0,Tristana,4,2.5,Sona,1,8.0
4225754481,False,True,Ornn,3,1.0,Kha'Zix,13,2.7777777777777777,Malzahar,8,3.1666666666666665,Morgana,1,2.6,Caitlyn,6,1.7777777777777777,Gwen,21,4.833333333333333,Sejuani,4,3.125,Irelia,14,2.5,Jhin,7,6.0,Soraka,0,4.333333333333333
4225542700,False,True,Kayle,1,0.6363636363636364,Hecarim,1,2.0,Irelia,11,3.6666666666666665,Lulu,1,1.3333333333333333,Jinx,0,0.75,Sett,5,2.6666666666666665,Master Yi,21,12.0,Veigar,2,3.3333333333333335,Zeri,2,13.0,Nami,0,9.5
4224261736,False,True,Cho'Gath,0,0.07692307692307693,Graves,4,1.5,Fizz,1,0.6666666666666666,Nami,2,4.333333333333333,Ezreal,7,1.8333333333333333,Cassiopeia,10,7.0,Kayn,8,10.0,Akali,7,2.0,Caitlyn,4,2.25,Sona,3,6.0
4223142274,False,True,Akali,11,2.375,Sejuani,10,3.125,Irelia,9,2.3333333333333335,Bard,2,3.5,Jhin,11,2.75,Vladimir,13,3.8,Nunu & Willump,2,1.3076923076923077,Qiyana,13,1.6666666666666667,Ziggs,10,2.5,Yuumi,1,5.0
4217272808,False,True,Gangplank,6,1.5714285714285714,Graves,10,2.3636363636363638,Brand,12,1.7333333333333334,Nami,4,3.3,Caitlyn,12,1.6363636363636365,Darius,14,3.0,Warwick,15,3.272727272727273,Cassiopeia,20,3.3,Ashe,9,3.857142857142857,Morgana,3,3.4444444444444446
4216366764,False,True,Fiora,2,0.4444444444444444,Vi,6,2.1666666666666665,Ziggs,3,2.25,Sylas,5,1.5,Jhin,1,2.0,Akali,8,5.0,Diana,1,3.25,Yone,10,7.0,Ashe,9,5.0,Leona,3,4.5
4216324145,True,False,Cho'Gath,1,3.0,Kayn,9,7.5,Yasuo,8,10.0,Swain,2,2.0,Jinx,2,3.0,Irelia,5,1.25,Hecarim,1,1.1666666666666667,Karma,2,1.75,Kai'Sa,6,2.0,Pyke,1,1.5
4214472905,True,False,Shen,6,7.666666666666667,Trundle,8,20.0,Sylas,8,2.6,Lux,5,4.666666666666667,Tristana,6,4.333333333333333,Yone,2,0.375,Shaco,7,1.8333333333333333,Irelia,4,0.8333333333333334,Jhin,0,1.0,Yuumi,1,5.0
4213299257,True,False,Yone,8,4.666666666666667,Kha'Zix,11,2.5,Akali,13,3.8333333333333335,Lulu,2,5.2,Jinx,4,2.125,Yorick,0,0.4,Viego,2,1.2,Xerath,10,3.6,Caitlyn,14,2.5555555555555554,Blitzcrank,4,2.7777777777777777
4213312776,True,False,Irelia,10,4.666666666666667,Diana,5,7.0,Ekko,8,5.0,Nautilus,1,2.4444444444444446,Samira,18,3.111111111111111,Sett,8,1.875,Graves,12,3.8,Karma,5,2.25,Lucian,1,1.0833333333333333,Nami,2,2.5555555555555554
4213191869,True,False,Camille,14,4.75,Xin Zhao,6,2.0,Irelia,12,1.6923076923076923,Leona,0,1.6666666666666667,Miss Fortune,5,1.0,Shen,8,2.857142857142857,Morgana,8,5.0,Akali,15,2.25,Jinx,21,6.8,Lulu,2,5.833333333333333
4213129071,True,False,Garen,6,3.25,Viego,7,4.75,Akali,10,3.5,Leona,0,11.0,Zeri,3,6.5,Riven,4,1.2,Lee Sin,5,2.0,Ahri,5,3.0,Sivir,1,0.5,Soraka,0,1.0
4213115330,True,False,Garen,3,2.5,Rengar,6,5.5,Cassiopeia,7,3.0,Janna,0,11.0,Ashe,5,10.0,Sion,0,1.0,Sejuani,4,1.4,Zed,1,0.4,Jinx,2,0.75,Seraphine,0,0.75
4213152036,False,True,Irelia,4,2.0,Lee Sin,3,2.5,Yasuo,8,3.0,Soraka,0,1.6,Jhin,4,1.6,Wukong,2,2.6,Hecarim,9,3.0,Sylas,4,2.5,Zeri,4,7.0,Braum,2,9.0
4212740146,False,True,Sion,3,1.0,Trundle,8,3.0,Galio,2,1.0,Sona,1,0.875,Draven,3,0.7142857142857143,Irelia,13,3.6,Zac,6,4.2,Lux,3,16.0,Vayne,8,4.0,Zilean,3,11.0
4212704335,False,True,Gragas,4,1.0,Graves,1,0.16666666666666666,Irelia,1,0.1,Rakan,0,1.3333333333333333,Jinx,3,0.5714285714285714,Jayce,1,1.0,Shaco,8,14.0,Zed,12,7.5,Kai'Sa,10,15.0,Leona,0,7.0
4212348081,False,True,Malphite,0,1.0,Kha'Zix,8,1.875,Irelia,6,1.375,Thresh,0,1.8,Aphelios,15,2.5714285714285716,Tryndamere,10,3.2,Graves,14,4.6,Viktor,6,4.2,Zeri,8,3.2857142857142856,Nautilus,1,3.7142857142857144
4212333501,True,False,Mordekaiser,7,5.0,Graves,5,11.0,Ahri,3,2.8333333333333335,Thresh,0,9.5,Jhin,14,11.5,Gwen,3,0.8333333333333334,Ekko,1,1.5,Irelia,5,1.0,Samira,4,1.0,Leona,1,1.5
4254632323,False,True,Sejuani,4,1.0,Hecarim,3,0.42857142857142855,Ahri,0,0.375,Lulu,0,0.5,Vayne,2,0.42857142857142855,Diana,4,6.0,Talon,11,17.0,Akshan,13,4.2,Kai'Sa,3,10.0,Nami,2,17.0
4253708521,True,False,Sett,7,2.3333333333333335,Graves,6,2.4285714285714284,Sylas,8,3.1666666666666665,Karthus,12,4.6,Kai'Sa,4,17.0,Riven,5,1.0,Lee Sin,5,2.2857142857142856,Veigar,6,1.7777777777777777,Zeri,4,2.75,Blitzcrank,4,2.5
4253692490,False,True,Poppy,1,1.3333333333333333,Graves,7,1.2857142857142858,Katarina,5,1.5,Lulu,0,1.6,Aphelios,3,1.6,Garen,7,12.0,Diana,2,1.0,Vladimir,8,15.0,Jhin,4,4.0,Seraphine,3,9.0
4253653977,False,True,Gwen,4,0.6666666666666666,Karthus,4,1.3333333333333333,Galio,3,1.2,Sona,0,0.9,Draven,6,1.5,Irelia,13,2.0,Talon,11,7.0,Quinn,8,3.25,Ziggs,5,8.0,Yuumi,2,21.0
4252257618,True,False,Camille,8,2.6,Diana,4,3.5,Yone,6,2.2,Lulu,1,13.0,Kog'Maw,3,5.0,Aatrox,4,0.8333333333333334,Talon,8,2.0,Viktor,2,1.0,Caitlyn,1,1.0,Yuumi,0,2.0
4252264605,True,False,Tryndamere,4,1.2,Shyvana,8,5.0,Corki,8,2.5,Janna,2,13.0,Draven,6,1.5714285714285714,Riven,4,0.8571428571428571,Hecarim,5,1.4285714285714286,Kassadin,9,4.333333333333333,Jinx,0,0.75,Lulu,1,1.75
4252222578,True,False,Jax,10,1.875,Talon,26,5.833333333333333,Singed,4,3.142857142857143,Nami,2,5.333333333333333,Jinx,4,1.875,Gangplank,1,1.0,Janna,3,2.0,Yone,13,2.0,Kai'Sa,8,2.5,,,
4252198739,True,False,Riven,8,1.8333333333333333,Diana,9,7.0,Yasuo,6,5.5,Zyra,4,2.1666666666666665,Jinx,3,12.0,Jarvan IV,7,1.375,Zac,5,1.125,Sivir,0,0.0,Xerath,2,1.5,Lux,3,1.1428571428571428
4252183789,True,False,Sion,3,2.25,Graves,20,7.0,Swain,21,5.666666666666667,Blitzcrank,3,3.0,Kai'Sa,5,1.75,Nocturne,5,1.375,Kha'Zix,7,1.2727272727272727,Fiddlesticks,5,1.4545454545454546,Kalista,17,2.272727272727273,Anivia,2,1.4166666666666667
4252097897,False,True,Tryndamere,4,1.25,Hecarim,4,1.8333333333333333,Annie,2,1.4,Nautilus,2,1.125,Kai'Sa,2,0.8888888888888888,Darius,4,12.0,Kayn,5,5.666666666666667,Qiyana,8,8.5,Aphelios,12,4.2,Yuumi,2,8.333333333333334
4251944392,True,False,Karma,4,2.6666666666666665,Hecarim,6,15.0,Katarina,13,3.75,Nautilus,1,6.0,Kai'Sa,3,6.0,Singed,0,0.5714285714285714,Lee Sin,4,1.6666666666666667,Ahri,4,0.4444444444444444,Miss Fortune,1,0.2,Sona,1,0.5
4251827604,True,False,Warwick,10,2.8333333333333335,Graves,9,5.2,Vladimir,11,4.8,Nautilus,1,2.1666666666666665,Kai'Sa,5,2.142857142857143,Pantheon,9,1.25,Viego,6,2.142857142857143,Syndra,3,2.0,Ezreal,8,4.5,Morgana,3,2.5
4251879855,False,True,Garen,8,0.9,Talon,8,2.142857142857143,Karma,4,1.125,Yuumi,3,2.111111111111111,Ezreal,0,1.0,Rumble,9,4.75,Kha'Zix,5,2.2,Akshan,18,5.5,Xerath,10,4.0,Renata Glasc,0,3.1666666666666665
4251745622,False,True,Sett,2,0.5,Kindred,6,1.0,Kassadin,2,0.7777777777777778,Yuumi,0,2.6,Caitlyn,7,1.3333333333333333,Jax,9,5.0,Diana,9,9.0,Talon,17,6.5,Kai'Sa,4,4.666666666666667,Nautilus,2,3.2
4251696327,True,False,Garen,12,6.25,Hecarim,9,5.6,Ryze,11,4.833333333333333,Pyke,8,2.857142857142857,Kai'Sa,8,3.8,Tahm Kench,1,0.8181818181818182,Trundle,2,1.3,Ahri,13,4.0,Xayah,9,1.2727272727272727,Leona,2,1.2727272727272727
4250264889,False,True,Graves,5,2.0,Diana,9,2.8333333333333335,Sylas,8,2.7142857142857144,Bard,0,2.5,Kai'Sa,3,1.0,Kayle,2,2.3333333333333335,Hecarim,9,2.6666666666666665,Yasuo,6,1.375,Vayne,8,3.75,Sona,3,5.5
4250282362,False,True,Jayce,2,0.75,Kha'Zix,3,1.0,Fizz,2,1.3333333333333333,Xerath,2,1.7142857142857142,Ashe,9,1.8571428571428572,Fiora,7,9.0,Hecarim,10,9.5,Vex,8,4.0,Kai'Sa,8,1.5555555555555556,Yuumi,2,11.0
4250258171,True,False,Volibear,6,2.6666666666666665,Kha'Zix,3,2.3333333333333335,Ahri,5,2.75,Zilean,1,2.25,Jhin,6,15.0,Malphite,2,1.0,Hecarim,3,1.4,Annie,7,3.0,Kai'Sa,3,2.25,Thresh,0,1.75
4249908885,True,False,Kled,5,2.75,Hecarim,12,4.4,Taliyah,14,4.333333333333333,Lulu,4,10.333333333333334,Zeri,6,2.4,Neeko,3,2.0,Talon,13,2.25,Lucian,5,1.7,Kai'Sa,5,2.6,Nautilus,2,1.9166666666666667
4249912253,False,True,Malphite,1,0.8,Jarvan IV,3,1.125,Irelia,0,0.25,Soraka,1,1.4,Ziggs,6,2.6666666666666665,Yone,3,4.5,Viego,12,19.0,LeBlanc,7,14.0,Ashe,3,6.333333333333333,Zyra,4,2.8
4249874314,False,True,Fiora,15,4.2,Graves,6,1.6666666666666667,Sylas,9,1.7777777777777777,Renata Glasc,1,1.25,Draven,1,1.0,Sejuani,1,2.0,Diana,13,4.833333333333333,Yasuo,2,0.9,Samira,27,5.666666666666667,Nautilus,1,10.333333333333334
4249819382,True,False,Malphite,0,3.3333333333333335,Talon,8,5.75,Aurelion Sol,11,4.6,Rell,2,3.4,Kai'Sa,18,8.0,Gangplank,2,1.8,Lee Sin,6,1.3333333333333333,Twisted Fate,5,2.0,Jhin,6,1.7142857142857142,Karma,1,1.625
4249805015,False,True,Malphite,0,0.6,Graves,7,1.1111111111111112,Corki,2,0.625,Karma,1,1.2222222222222223,Vayne,4,0.4166666666666667,Sylas,5,5.666666666666667,Qiyana,4,3.25,Twisted Fate,10,7.5,Jhin,11,13.5,Vex,13,30.0
4249756684,False,True,Yorick,10,3.1666666666666665,Graves,12,1.5,Twisted Fate,3,0.8333333333333334,Yuumi,4,4.0,Ezreal,5,1.8571428571428572,Tryndamere,8,1.0,Kayn,12,6.5,Syndra,12,3.0,Kai'Sa,12,2.857142857142857,Thresh,2,3.0
4248936913,False,True,Jayce,5,0.875,Vi,6,2.5,Ahri,4,1.5,Zilean,0,3.6666666666666665,Jhin,7,2.6,Malphite,3,6.0,Diana,7,18.0,Zed,8,2.0,Jinx,7,2.5,Thresh,3,1.5714285714285714
4248889412,True,False,Malphite,4,5.0,Graves,9,4.333333333333333,Qiyana,4,2.2,Janna,0,4.0,Zeri,8,13.0,Mordekaiser,6,1.1428571428571428,Udyr,2,0.42857142857142855,Aurelion Sol,2,1.5,Ezreal,3,1.0,Lux,2,1.25
4248891599,True,False,Camille,7,2.2857142857142856,Ekko,6,1.7777777777777777,Viktor,4,1.3333333333333333,Sona,1,2.7142857142857144,Jinx,11,5.0,Malphite,2,1.7777777777777777,Rengar,11,3.8,Annie,13,7.5,Ezreal,3,2.6666666666666665,Senna,7,4.6
4248407101,False,True,Kayle,2,0.6666666666666666,Nocturne,6,1.7142857142857142,Taliyah,4,1.7142857142857142,Nautilus,0,1.1428571428571428,Tristana,5,1.2857142857142858,Malphite,0,2.5,Talon,7,2.6,Vladimir,15,6.666666666666667,Kai'Sa,9,8.0,Thresh,2,5.0
4248394240,False,True,Ornn,2,1.4285714285714286,Lillia,2,1.5555555555555556,Tristana,9,1.1333333333333333,Xerath,8,1.4545454545454546,Zeri,7,1.5454545454545454,Malphite,1,4.0,Talon,22,8.25,LeBlanc,13,4.833333333333333,Draven,17,10.0,Thresh,0,2.8
4248401832,False,True,Gangplank,4,1.8571428571428572,Karthus,8,2.0,Talon,5,1.2,Sona,0,3.25,Karma,2,2.6,Malphite,3,2.6,Jarvan IV,6,22.0,Yasuo,3,2.3333333333333335,Zeri,14,3.8333333333333335,Senna,1,4.75
4247988376,False,True,Akali,5,1.8333333333333333,Olaf,7,1.4444444444444444,Graves,4,1.25,Pantheon,2,1.1111111111111112,Vayne,5,1.75,Jax,4,2.2,Lee Sin,12,7.0,Brand,10,12.0,Kai'Sa,8,3.0,Thresh,2,3.7142857142857144
4247964176,True,False,Jax,12,5.666666666666667,Nocturne,5,4.666666666666667,Galio,4,2.0,Lulu,0,9.5,Vayne,15,6.666666666666667,Irelia,2,0.625,Lee Sin,2,1.125,Akali,4,1.5714285714285714,Kai'Sa,2,0.6666666666666666,Pantheon,5,3.5
4247936803,False,True,Camille,4,1.6666666666666667,Zac,2,1.7142857142857142,Veigar,2,3.0,Leona,0,1.1666666666666667,Kai'Sa,6,1.6,Darius,9,4.0,Lee Sin,5,3.142857142857143,Katarina,5,20.0,Jinx,8,23.0,Janna,0,6.666666666666667
4247931244,False,True,Malphite,1,0.7142857142857143,Kindred,6,2.857142857142857,Veigar,13,3.0,Thresh,2,2.0,Ezreal,7,2.6666666666666665,Camille,4,3.0,Xin Zhao,13,3.0,Syndra,7,1.5555555555555556,Kai'Sa,4,5.0,Pantheon,8,2.6666666666666665
4247865730,True,False,Sion,6,1.1428571428571428,Kayle,2,1.3333333333333333,Yasuo,9,1.8333333333333333,Karma,1,1.1666666666666667,Ezreal,4,1.0,Malphite,2,1.8571428571428572,Graves,14,2.625,Seraphine,2,18.0,Aphelios,10,5.5,Janna,3,12.0
4247870429,True,False,Garen,8,4.666666666666667,Ivern,4,10.0,Kayle,7,5.333333333333333,Thresh,1,3.6666666666666665,Kai'Sa,5,3.3333333333333335,Gwen,6,1.25,Nocturne,1,0.6666666666666666,Talon,3,1.4,Caitlyn,3,2.3333333333333335,Karma,1,2.6666666666666665
4247778835,False,True,Akali,2,1.5,Nocturne,1,0.2857142857142857,Annie,2,1.0,Janna,1,0.2,Ezreal,0,0.2,Jax,5,5.0,Nidalee,6,12.0,Irelia,6,3.3333333333333335,Kai'Sa,6,10.0,Karma,0,6.5
4247186575,True,False,Jayce,8,3.0,Lee Sin,7,2.0,Vex,3,1.1428571428571428,Soraka,1,3.0,Jinx,6,2.3333333333333335,Akali,3,0.3333333333333333,Nocturne,3,4.0,Annie,9,3.8,Ezreal,5,4.0,Shaco,2,1.8
4247169932,False,True,Jayce,6,0.75,Graves,5,4.0,Zoe,6,2.75,Pantheon,5,1.7142857142857142,Kai'Sa,2,0.8333333333333334,Akshan,14,2.1,Ekko,8,3.75,Veigar,2,1.4,Jinx,8,10.5,Soraka,0,5.333333333333333
4247113243,True,False,Riven,7,2.142857142857143,Udyr,6,23.0,Vex,6,3.2,Ivern,0,5.666666666666667,Vayne,11,3.5,Sion,6,0.8888888888888888,Nocturne,6,2.0,Talon,2,1.2,Kai'Sa,3,1.4,Thresh,1,1.6
4247058276,False,True,Jayce,1,0.5,Nocturne,2,0.8,Annie,4,0.8,Renata Glasc,1,1.0,Jinx,1,0.2857142857142857,Fiora,4,2.0,Zac,3,11.0,Cassiopeia,7,3.6666666666666665,Twitch,8,4.666666666666667,Lux,5,14.0
4245426646,True,False,Yone,1,1.2,Hecarim,11,10.0,Taliyah,16,6.5,Soraka,1,28.0,Jhin,5,3.6,Jayce,2,1.75,Ekko,2,0.625,Karma,5,1.4285714285714286,Lucian,6,1.0,Lux,2,1.8333333333333333
4243863479,False,True,Sett,9,1.2,Graves,5,1.2857142857142858,Xerath,4,2.0,Lulu,1,1.4444444444444444,Jinx,3,1.5,Jayce,7,2.0,Jarvan IV,8,13.0,Viktor,11,2.8,Sivir,7,11.5,Blitzcrank,2,2.4285714285714284
4243822848,True,False,Yone,8,1.8,Viego,6,2.111111111111111,Veigar,14,3.0,Senna,2,3.4285714285714284,Vayne,8,1.6666666666666667,Gangplank,12,3.5714285714285716,Lee Sin,9,1.8888888888888888,Annie,7,2.6666666666666665,Vel'Koz,6,1.7777777777777777,Zeri,7,3.0
4243860455,True,False,Dr. Mundo,0,0.6666666666666666,Fiddlesticks,5,11.0,Talon,12,16.0,Janna,1,4.5,Kai'Sa,8,8.0,Graves,5,0.625,Karthus,1,0.14285714285714285,Qiyana,1,0.3333333333333333,Twitch,0,0.3333333333333333,Lulu,1,1.0
4243839793,True,False,Camille,5,1.3333333333333333,Diana,11,7.333333333333333,Talon,3,2.5,Blitzcrank,2,3.2,Ezreal,16,8.0,Vladimir,6,1.6666666666666667,Graves,2,1.5,Zed,6,1.0,Jhin,6,1.8333333333333333,Pyke,4,1.5
4243771934,False,True,Volibear,0,0.5,Gwen,4,1.4,Talon,10,3.3333333333333335,Zilean,1,0.8,Zeri,2,1.0,Illaoi,7,4.0,Hecarim,2,2.5,Orianna,2,1.1666666666666667,Tristana,7,2.75,Lulu,3,4.666666666666667
4241954531,True,False,Tryndamere,6,7.0,Rek'Sai,12,7.5,Annie,6,4.666666666666667,Tahm Kench,2,1.4,Vayne,5,2.0,Riven,4,0.75,Ekko,2,0.875,Ahri,2,0.8571428571428571,Jhin,3,3.3333333333333335,Pyke,6,1.4
